SEMANA,ESTADO_SIGLA,MUNICIPIO,PRODUTO,preco_medio,preco_min,preco_max,n_postos
2021-10-04,PA,ALENQUER,ETANOL,6.4,6.4,6.4,1
2021-10-11,PA,ALENQUER,ETANOL,6.5,6.5,6.5,1
2021-10-18,PA,ALENQUER,ETANOL,6.5,6.5,6.5,1
2021-10-25,PA,ALENQUER,ETANOL,6.75,6.75,6.75,1
2021-11-01,PA,ALENQUER,ETANOL,7.06,7.06,7.06,1
2021-11-08,PA,ALENQUER,ETANOL,7.06,7.06,7.06,1
2021-11-15,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2021-11-22,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2021-11-29,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2021-12-06,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2021-12-13,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2021-12-20,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2021-12-27,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2022-01-03,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2022-01-10,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2022-01-17,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2022-01-24,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2022-01-31,PA,ALENQUER,ETANOL,7.12,7.12,7.12,1
2022-02-07,PA,ALENQUER,ETANOL,7.2,7.2,7.2,1
2022-02-14,PA,ALENQUER,ETANOL,7.2,7.2,7.2,1
2022-02-21,PA,ALENQUER,ETANOL,7.2,7.2,7.2,1
2022-02-28,PA,ALENQUER,ETANOL,7.2,7.2,7.2,1
2022-03-07,PA,ALENQUER,ETANOL,7.2,7.2,7.2,1
2023-10-23,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2023-10-30,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2023-11-06,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2023-11-27,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2023-12-04,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2023-12-11,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2023-12-18,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2023-12-25,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-01-01,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-01-08,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-01-15,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-01-22,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-01-29,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-02-05,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-02-12,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-02-19,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-02-26,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-03-04,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-03-11,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-03-18,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-03-25,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-04-01,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-04-08,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-04-15,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-04-22,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-04-29,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-05-06,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-05-13,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-05-27,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-06-03,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-06-10,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2024-06-24,PA,ALENQUER,ETANOL,5.9,5.9,5.9,1
2026-04-06,PA,ALENQUER,ETANOL,5.7,5.7,5.7,1
2026-04-13,PA,ALENQUER,ETANOL,5.7,5.7,5.7,1
2026-04-20,PA,ALENQUER,ETANOL,5.7,5.7,5.7,1
2026-06-15,PA,ALENQUER,ETANOL,5.7,5.7,5.7,1
2026-06-22,PA,ALENQUER,ETANOL,5.7,5.7,5.7,1
2026-08-10,PA,ALENQUER,ETANOL,4.99,4.99,4.99,1
2026-08-17,PA,ALENQUER,ETANOL,4.99,4.99,4.99,1
2026-08-24,PA,ALENQUER,ETANOL,4.99,4.99,4.99,1
2026-08-31,PA,ALENQUER,ETANOL,4.99,4.99,4.99,1
2019-12-30,PA,ALENQUER,GASOLINA,4.88225,4.8,4.999,4
2020-01-06,PA,ALENQUER,GASOLINA,4.88225,4.8,4.999,4
2020-01-13,PA,ALENQUER,GASOLINA,4.9197500000000005,4.86,4.999,4
2020-01-20,PA,ALENQUER,GASOLINA,4.90475,4.8,4.999,4
2020-01-27,PA,ALENQUER,GASOLINA,4.87,4.8,4.95,4
2020-02-03,PA,ALENQUER,GASOLINA,4.87,4.8,4.95,4
2020-02-10,PA,ALENQUER,GASOLINA,4.90725,4.86,4.999,4
2020-02-17,PA,ALENQUER,GASOLINA,4.90475,4.86,4.999,4
2020-02-24,PA,ALENQUER,GASOLINA,4.88,4.86,4.9,4
2020-03-02,PA,ALENQUER,GASOLINA,4.88,4.86,4.9,4
2020-03-09,PA,ALENQUER,GASOLINA,4.90225,4.84,4.999,4
2020-03-16,PA,ALENQUER,GASOLINA,4.89975,4.83,4.999,4
2020-03-23,PA,ALENQUER,GASOLINA,4.7325,4.6,4.83,4
2020-03-30,PA,ALENQUER,GASOLINA,4.7325,4.6,4.83,4
2020-04-06,PA,ALENQUER,GASOLINA,4.609999999999999,4.59,4.65,4
2020-04-13,PA,ALENQUER,GASOLINA,4.609999999999999,4.59,4.65,4
2020-04-20,PA,ALENQUER,GASOLINA,4.53475,4.399,4.65,4
2020-04-27,PA,ALENQUER,GASOLINA,4.53475,4.399,4.65,4
2020-05-04,PA,ALENQUER,GASOLINA,4.4975000000000005,4.25,4.65,4
2020-05-11,PA,ALENQUER,GASOLINA,4.4975000000000005,4.25,4.65,4
2020-05-18,PA,ALENQUER,GASOLINA,4.2575,4.09,4.59,4
2020-05-25,PA,ALENQUER,GASOLINA,4.2575,4.09,4.59,4
2020-06-01,PA,ALENQUER,GASOLINA,4.308,4.1,4.59,5
2020-06-08,PA,ALENQUER,GASOLINA,4.308,4.1,4.59,5
2020-06-15,PA,ALENQUER,GASOLINA,4.425,4.25,4.55,4
2020-06-22,PA,ALENQUER,GASOLINA,4.425,4.25,4.55,4
2020-06-29,PA,ALENQUER,GASOLINA,4.425,4.25,4.55,4
2020-07-06,PA,ALENQUER,GASOLINA,4.425,4.25,4.55,4
2020-07-13,PA,ALENQUER,GASOLINA,4.4875,4.35,4.55,4
2020-07-20,PA,ALENQUER,GASOLINA,4.4875,4.35,4.55,4
2020-07-27,PA,ALENQUER,GASOLINA,4.4875,4.35,4.55,4
2020-08-03,PA,ALENQUER,GASOLINA,4.4875,4.35,4.55,4
2020-08-10,PA,ALENQUER,GASOLINA,4.7125,4.55,4.9,4
2020-08-17,PA,ALENQUER,GASOLINA,4.7125,4.55,4.9,4
2021-02-08,PA,ALENQUER,GASOLINA,5.5928571428571425,5.57,5.61,7
2021-02-15,PA,ALENQUER,GASOLINA,5.5928571428571425,5.57,5.61,7
2021-02-22,PA,ALENQUER,GASOLINA,5.8500000000000005,5.83,5.87,7
2021-03-01,PA,ALENQUER,GASOLINA,6.016666666666667,5.83,6.19,6
2021-03-08,PA,ALENQUER,GASOLINA,6.170000000000001,6.15,6.19,7
2021-03-15,PA,ALENQUER,GASOLINA,6.382857142857143,6.36,6.4,7
2021-03-22,PA,ALENQUER,GASOLINA,6.12,5.98,6.38,7
2021-03-29,PA,ALENQUER,GASOLINA,6.0042857142857144,5.95,6.1,7
2021-04-05,PA,ALENQUER,GASOLINA,5.992714285714285,5.899,6.1,7
2021-04-12,PA,ALENQUER,GASOLINA,5.992714285714285,5.899,6.1,7
2021-04-19,PA,ALENQUER,GASOLINA,6.00125,5.95,6.1,8
2021-04-26,PA,ALENQUER,GASOLINA,6.008333333333333,5.95,6.1,6
2021-05-03,PA,ALENQUER,GASOLINA,6.091428571428572,5.95,6.25,7
2021-05-10,PA,ALENQUER,GASOLINA,6.214285714285714,6.15,6.25,7
2021-05-17,PA,ALENQUER,GASOLINA,6.3116666666666665,6.21,6.35,6
2021-05-24,PA,ALENQUER,GASOLINA,6.307142857142857,6.21,6.35,7
2021-05-31,PA,ALENQUER,GASOLINA,6.307142857142857,6.21,6.35,7
2021-06-07,PA,ALENQUER,GASOLINA,6.307142857142857,6.21,6.35,7
2021-06-14,PA,ALENQUER,GASOLINA,6.307142857142857,6.21,6.35,7
2021-06-21,PA,ALENQUER,GASOLINA,6.307142857142857,6.21,6.35,7
2021-06-28,PA,ALENQUER,GASOLINA,6.307142857142857,6.21,6.35,7
2021-07-05,PA,ALENQUER,GASOLINA,6.418571428571428,6.21,6.54,7
2021-07-12,PA,ALENQUER,GASOLINA,6.506666666666667,6.45,6.54,6
2021-07-19,PA,ALENQUER,GASOLINA,6.511428571428572,6.45,6.54,7
2021-07-26,PA,ALENQUER,GASOLINA,6.524285714285715,6.5,6.54,7
2021-08-02,PA,ALENQUER,GASOLINA,6.5042857142857144,6.4,6.54,7
2021-08-09,PA,ALENQUER,GASOLINA,6.45,6.2,6.54,7
2021-08-16,PA,ALENQUER,GASOLINA,6.535571428571429,6.2,6.66,7
2021-08-23,PA,ALENQUER,GASOLINA,6.535571428571429,6.2,6.66,7
2021-08-30,PA,ALENQUER,GASOLINA,6.535571428571429,6.2,6.66,7
2021-09-06,PA,ALENQUER,GASOLINA,6.552714285714286,6.2,6.69,7
2021-09-13,PA,ALENQUER,GASOLINA,6.5398571428571435,6.299,6.69,7
2021-09-20,PA,ALENQUER,GASOLINA,6.581142857142857,6.299,6.69,7
2021-09-27,PA,ALENQUER,GASOLINA,6.594142857142857,6.39,6.69,7
2021-10-04,PA,ALENQUER,GASOLINA,6.618285714285714,6.339,6.72,7
2021-10-11,PA,ALENQUER,GASOLINA,6.815571428571429,6.65,6.91,7
2021-10-18,PA,ALENQUER,GASOLINA,6.792571428571429,6.499,6.91,7
2021-10-25,PA,ALENQUER,GASOLINA,6.992714285714285,6.8,7.07,7
2021-11-01,PA,ALENQUER,GASOLINA,7.029714285714285,6.799,7.22,7
2021-11-08,PA,ALENQUER,GASOLINA,7.152571428571428,6.999,7.22,7
2021-11-15,PA,ALENQUER,GASOLINA,7.161142857142857,6.999,7.22,7
2021-11-22,PA,ALENQUER,GASOLINA,7.152857142857143,6.999,7.222,7
2021-11-29,PA,ALENQUER,GASOLINA,7.159714285714286,6.999,7.22,7
2021-12-06,PA,ALENQUER,GASOLINA,7.161142857142857,6.999,7.22,7
2021-12-13,PA,ALENQUER,GASOLINA,7.181285714285714,7.14,7.22,7
2021-12-20,PA,ALENQUER,GASOLINA,7.159714285714286,6.999,7.22,7
2021-12-27,PA,ALENQUER,GASOLINA,7.161142857142857,6.999,7.22,7
2022-01-03,PA,ALENQUER,GASOLINA,7.18,7.14,7.22,7
2022-01-10,PA,ALENQUER,GASOLINA,7.2128571428571435,7.14,7.3,7
2022-01-17,PA,ALENQUER,GASOLINA,7.281428571428571,7.15,7.34,7
2022-01-24,PA,ALENQUER,GASOLINA,7.2457142857142856,7.0,7.34,7
2022-01-31,PA,ALENQUER,GASOLINA,7.2128571428571435,6.99,7.34,7
2022-02-07,PA,ALENQUER,GASOLINA,7.215,6.99,7.34,6
2022-02-14,PA,ALENQUER,GASOLINA,7.26,7.0,7.34,7
2022-02-21,PA,ALENQUER,GASOLINA,7.26,7.0,7.34,7
2022-02-28,PA,ALENQUER,GASOLINA,7.26,7.0,7.34,7
2022-03-07,PA,ALENQUER,GASOLINA,7.26,7.0,7.34,7
2022-03-14,PA,ALENQUER,GASOLINA,7.823333333333333,7.59,7.94,6
2022-03-21,PA,ALENQUER,GASOLINA,7.825714285714286,7.59,7.94,7
2022-03-28,PA,ALENQUER,GASOLINA,7.848333333333334,7.59,7.94,6
2022-04-04,PA,ALENQUER,GASOLINA,7.825714285714286,7.59,7.94,7
2022-04-11,PA,ALENQUER,GASOLINA,7.825714285714286,7.59,7.94,7
2022-04-18,PA,ALENQUER,GASOLINA,7.825714285714286,7.59,7.94,7
2022-04-25,PA,ALENQUER,GASOLINA,7.825714285714286,7.59,7.94,7
2022-05-02,PA,ALENQUER,GASOLINA,7.857142857142857,7.59,7.99,7
2022-05-09,PA,ALENQUER,GASOLINA,7.9,7.69,7.99,7
2022-05-16,PA,ALENQUER,GASOLINA,7.9,7.69,7.99,7
2022-05-23,PA,ALENQUER,GASOLINA,7.9,7.69,7.99,7
2022-05-30,PA,ALENQUER,GASOLINA,7.9,7.69,7.99,7
2022-06-06,PA,ALENQUER,GASOLINA,7.9,7.69,7.99,7
2022-06-13,PA,ALENQUER,GASOLINA,7.9,7.69,7.99,7
2022-06-20,PA,ALENQUER,GASOLINA,8.114285714285714,7.99,8.19,7
2022-06-27,PA,ALENQUER,GASOLINA,8.114285714285714,7.99,8.19,7
2022-07-04,PA,ALENQUER,GASOLINA,7.494285714285715,7.42,7.77,7
2022-07-11,PA,ALENQUER,GASOLINA,7.215,6.9,7.32,6
2022-07-18,PA,ALENQUER,GASOLINA,6.910000000000001,6.7,6.99,7
2022-07-25,PA,ALENQUER,GASOLINA,6.2,6.1,6.28,4
2022-08-01,PA,ALENQUER,GASOLINA,6.184285714285714,5.99,6.27,7
2022-08-08,PA,ALENQUER,GASOLINA,6.0884285714285715,5.99,6.15,7
2022-08-15,PA,ALENQUER,GASOLINA,6.045,5.99,6.12,4
2022-08-22,PA,ALENQUER,GASOLINA,5.984285714285714,5.97,5.99,7
2022-08-29,PA,ALENQUER,GASOLINA,5.97,5.89,5.99,7
2022-09-05,PA,ALENQUER,GASOLINA,5.7,5.5,5.77,7
2022-09-12,PA,ALENQUER,GASOLINA,5.7,5.5,5.77,7
2022-12-12,PA,ALENQUER,GASOLINA,5.72,5.59,5.77,4
2023-05-01,PA,ALENQUER,GASOLINA,6.23,6.23,6.23,1
2023-05-08,PA,ALENQUER,GASOLINA,6.175,6.1,6.23,6
2023-05-15,PA,ALENQUER,GASOLINA,6.17,6.1,6.23,5
2023-05-22,PA,ALENQUER,GASOLINA,5.997999999999999,5.8,6.1,5
2023-05-29,PA,ALENQUER,GASOLINA,5.9816666666666665,5.8,6.1,6
2023-06-05,PA,ALENQUER,GASOLINA,6.1,6.1,6.1,1
2023-06-12,PA,ALENQUER,GASOLINA,5.878,5.75,6.0,5
2023-06-19,PA,ALENQUER,GASOLINA,5.890000000000001,5.75,6.0,6
2023-06-26,PA,ALENQUER,GASOLINA,5.890000000000001,5.75,6.0,6
2023-07-03,PA,ALENQUER,GASOLINA,6.303333333333334,6.25,6.34,6
2023-07-10,PA,ALENQUER,GASOLINA,6.314,6.25,6.34,5
2023-07-17,PA,ALENQUER,GASOLINA,6.303333333333334,6.25,6.34,6
2023-07-24,PA,ALENQUER,GASOLINA,6.303333333333334,6.25,6.34,6
2023-07-31,PA,ALENQUER,GASOLINA,6.303333333333334,6.25,6.34,6
2023-08-07,PA,ALENQUER,GASOLINA,6.296,6.25,6.34,5
2023-08-14,PA,ALENQUER,GASOLINA,6.554,6.25,6.74,5
2023-08-21,PA,ALENQUER,GASOLINA,6.711666666666667,6.65,6.74,6
2023-08-28,PA,ALENQUER,GASOLINA,6.711666666666667,6.65,6.74,6
2023-09-04,PA,ALENQUER,GASOLINA,6.711666666666667,6.65,6.74,6
2023-09-11,PA,ALENQUER,GASOLINA,6.711666666666667,6.65,6.74,6
2023-09-18,PA,ALENQUER,GASOLINA,6.711666666666667,6.65,6.74,6
2023-09-25,PA,ALENQUER,GASOLINA,6.711666666666667,6.65,6.74,6
2023-10-02,PA,ALENQUER,GASOLINA,6.71,6.65,6.74,7
2023-10-09,PA,ALENQUER,GASOLINA,6.711666666666667,6.65,6.74,6
2023-10-16,PA,ALENQUER,GASOLINA,6.698571428571428,6.65,6.74,7
2023-10-23,PA,ALENQUER,GASOLINA,6.711666666666667,6.65,6.74,6
2023-10-30,PA,ALENQUER,GASOLINA,6.702857142857143,6.65,6.74,7
2023-11-06,PA,ALENQUER,GASOLINA,6.702857142857143,6.65,6.74,7
2023-11-13,PA,ALENQUER,GASOLINA,6.696666666666666,6.65,6.74,6
2023-11-20,PA,ALENQUER,GASOLINA,6.645714285714286,6.49,6.74,7
2023-11-27,PA,ALENQUER,GASOLINA,6.5842857142857145,6.45,6.74,7
2023-12-04,PA,ALENQUER,GASOLINA,6.51,6.45,6.65,7
2023-12-11,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2023-12-18,PA,ALENQUER,GASOLINA,6.49,6.45,6.55,7
2023-12-25,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2024-01-01,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2024-01-08,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2024-01-15,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2024-01-22,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2024-01-29,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2024-02-05,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2024-02-12,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2024-02-19,PA,ALENQUER,GASOLINA,6.503333333333334,6.49,6.55,6
2024-02-26,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2024-03-04,PA,ALENQUER,GASOLINA,6.55,6.55,6.55,1
2024-03-11,PA,ALENQUER,GASOLINA,6.503333333333334,6.49,6.55,6
2024-03-18,PA,ALENQUER,GASOLINA,6.501666666666666,6.48,6.55,6
2024-03-25,PA,ALENQUER,GASOLINA,6.5040000000000004,6.49,6.55,5
2024-04-01,PA,ALENQUER,GASOLINA,6.495,6.45,6.55,6
2024-04-08,PA,ALENQUER,GASOLINA,6.501666666666666,6.48,6.55,6
2024-04-15,PA,ALENQUER,GASOLINA,6.503333333333334,6.49,6.55,6
2024-04-22,PA,ALENQUER,GASOLINA,6.502,6.48,6.55,5
2024-04-29,PA,ALENQUER,GASOLINA,6.501666666666666,6.48,6.55,6
2024-05-06,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2024-05-13,PA,ALENQUER,GASOLINA,6.501666666666666,6.48,6.55,6
2024-05-20,PA,ALENQUER,GASOLINA,6.494285714285715,6.45,6.55,7
2024-05-27,PA,ALENQUER,GASOLINA,6.501666666666666,6.48,6.55,6
2024-06-03,PA,ALENQUER,GASOLINA,6.501666666666666,6.48,6.55,6
2024-06-10,PA,ALENQUER,GASOLINA,6.503333333333334,6.49,6.55,6
2024-06-17,PA,ALENQUER,GASOLINA,6.492,6.48,6.5,5
2024-06-24,PA,ALENQUER,GASOLINA,6.4957142857142856,6.45,6.55,7
2025-01-20,PA,ALENQUER,GASOLINA,6.888333333333333,6.69,6.95,6
2025-01-27,PA,ALENQUER,GASOLINA,6.876,6.69,6.95,5
2025-02-03,PA,ALENQUER,GASOLINA,6.9959999999999996,6.69,7.1,5
2025-02-10,PA,ALENQUER,GASOLINA,7.013333333333333,6.69,7.1,6
2025-02-17,PA,ALENQUER,GASOLINA,7.013333333333333,6.69,7.1,6
2025-02-24,PA,ALENQUER,GASOLINA,7.013333333333333,6.69,7.1,6
2025-03-03,PA,ALENQUER,GASOLINA,7.013333333333333,6.69,7.1,6
2025-03-10,PA,ALENQUER,GASOLINA,7.013333333333333,6.69,7.1,6
2025-03-17,PA,ALENQUER,GASOLINA,7.025714285714286,6.69,7.1,7
2025-03-24,PA,ALENQUER,GASOLINA,7.025714285714286,6.69,7.1,7
2025-03-31,PA,ALENQUER,GASOLINA,7.025714285714286,6.69,7.1,7
2025-04-07,PA,ALENQUER,GASOLINA,7.0975,7.09,7.1,4
2025-04-14,PA,ALENQUER,GASOLINA,7.046666666666667,6.89,7.1,6
2025-04-21,PA,ALENQUER,GASOLINA,7.054285714285713,6.89,7.1,7
2025-04-28,PA,ALENQUER,GASOLINA,7.054285714285713,6.89,7.1,7
2025-05-05,PA,ALENQUER,GASOLINA,7.054285714285713,6.89,7.1,7
2025-05-12,PA,ALENQUER,GASOLINA,7.063333333333333,6.89,7.1,6
2025-05-19,PA,ALENQUER,GASOLINA,7.048333333333333,6.89,7.1,6
2025-05-26,PA,ALENQUER,GASOLINA,7.063333333333333,6.89,7.1,6
2025-06-02,PA,ALENQUER,GASOLINA,7.036,6.89,7.1,5
2025-06-09,PA,ALENQUER,GASOLINA,7.048333333333333,6.89,7.1,6
2025-06-16,PA,ALENQUER,GASOLINA,7.046666666666667,6.89,7.1,6
2025-06-23,PA,ALENQUER,GASOLINA,7.054285714285713,6.89,7.1,7
2025-06-30,PA,ALENQUER,GASOLINA,7.046666666666667,6.89,7.1,6
2025-09-29,PA,ALENQUER,GASOLINA,7.063333333333333,6.99,7.1,6
2025-10-06,PA,ALENQUER,GASOLINA,7.038571428571428,6.89,7.1,7
2025-10-13,PA,ALENQUER,GASOLINA,7.038571428571428,6.89,7.1,7
2025-10-20,PA,ALENQUER,GASOLINA,7.044999999999999,6.89,7.1,6
2025-10-27,PA,ALENQUER,GASOLINA,7.044999999999999,6.89,7.1,6
2025-11-03,PA,ALENQUER,GASOLINA,7.038571428571428,6.89,7.1,7
2025-11-10,PA,ALENQUER,GASOLINA,7.038571428571428,6.89,7.1,7
2025-11-17,PA,ALENQUER,GASOLINA,7.038571428571428,6.89,7.1,7
2025-12-01,PA,ALENQUER,GASOLINA,7.038571428571428,6.89,7.1,7
2025-12-08,PA,ALENQUER,GASOLINA,7.038571428571428,6.89,7.1,7
2025-12-15,PA,ALENQUER,GASOLINA,7.063333333333333,6.99,7.1,6
2026-01-26,PA,ALENQUER,GASOLINA,7.024285714285715,6.89,7.1,7
2026-02-16,PA,ALENQUER,GASOLINA,7.045,6.89,7.1,4
2026-02-23,PA,ALENQUER,GASOLINA,6.995,6.89,7.1,4
2026-03-02,PA,ALENQUER,GASOLINA,7.18,6.89,7.37,4
2026-03-09,PA,ALENQUER,GASOLINA,7.384285714285714,6.89,7.52,7
2026-03-23,PA,ALENQUER,GASOLINA,7.341428571428572,6.89,7.52,7
2026-03-30,PA,ALENQUER,GASOLINA,7.4314285714285715,6.89,7.57,7
2026-04-06,PA,ALENQUER,GASOLINA,7.640000000000001,6.89,7.99,7
2026-04-13,PA,ALENQUER,GASOLINA,7.612857142857143,6.89,7.99,7
2026-04-20,PA,ALENQUER,GASOLINA,7.2457142857142856,6.89,7.4,7
2026-06-15,PA,ALENQUER,GASOLINA,7.095,6.88,7.2,6
2026-06-22,PA,ALENQUER,GASOLINA,6.885,6.88,6.89,2
2026-08-10,PA,ALENQUER,GASOLINA,7.086,6.89,7.2,5
2026-08-17,PA,ALENQUER,GASOLINA,7.023999999999999,6.88,7.2,5
2026-08-24,PA,ALENQUER,GASOLINA,7.0075,6.89,7.2,4
2026-08-31,PA,ALENQUER,GASOLINA,6.981999999999999,6.88,7.2,5
2021-02-08,PA,ALENQUER,GASOLINA ADITIVADA,5.63725,5.57,5.66,4
2021-02-15,PA,ALENQUER,GASOLINA ADITIVADA,5.6450000000000005,5.57,5.69,4
2021-02-22,PA,ALENQUER,GASOLINA ADITIVADA,5.88725,5.83,5.929,4
2021-03-01,PA,ALENQUER,GASOLINA ADITIVADA,6.023000000000001,5.9,6.24,3
2021-03-08,PA,ALENQUER,GASOLINA ADITIVADA,6.213333333333334,6.15,6.27,3
2021-03-15,PA,ALENQUER,GASOLINA ADITIVADA,6.4225,6.36,6.47,4
2021-03-22,PA,ALENQUER,GASOLINA ADITIVADA,6.1625,5.98,6.47,4
2021-03-29,PA,ALENQUER,GASOLINA ADITIVADA,6.047,5.98,6.1,4
2021-04-05,PA,ALENQUER,GASOLINA ADITIVADA,6.066666666666666,6.05,6.1,3
2021-04-12,PA,ALENQUER,GASOLINA ADITIVADA,6.066666666666666,6.05,6.1,3
2021-04-19,PA,ALENQUER,GASOLINA ADITIVADA,6.045,5.98,6.1,4
2021-04-26,PA,ALENQUER,GASOLINA ADITIVADA,6.045,5.98,6.1,4
2021-05-03,PA,ALENQUER,GASOLINA ADITIVADA,6.16,6.05,6.33,4
2021-05-10,PA,ALENQUER,GASOLINA ADITIVADA,6.25,6.2,6.33,4
2021-05-17,PA,ALENQUER,GASOLINA ADITIVADA,6.3375,6.21,6.43,4
2021-05-24,PA,ALENQUER,GASOLINA ADITIVADA,6.34,6.21,6.43,4
2021-05-31,PA,ALENQUER,GASOLINA ADITIVADA,6.34,6.21,6.43,4
2021-06-07,PA,ALENQUER,GASOLINA ADITIVADA,6.3375,6.21,6.43,4
2021-06-14,PA,ALENQUER,GASOLINA ADITIVADA,6.3375,6.21,6.43,4
2021-06-21,PA,ALENQUER,GASOLINA ADITIVADA,6.3375,6.21,6.43,4
2021-06-28,PA,ALENQUER,GASOLINA ADITIVADA,6.3375,6.21,6.43,4
2021-07-05,PA,ALENQUER,GASOLINA ADITIVADA,6.48625,6.21,6.635,4
2021-07-12,PA,ALENQUER,GASOLINA ADITIVADA,6.563,6.5,6.639,3
2021-07-19,PA,ALENQUER,GASOLINA ADITIVADA,6.55975,6.5,6.639,4
2021-07-26,PA,ALENQUER,GASOLINA ADITIVADA,6.55975,6.5,6.639,4
2021-08-02,PA,ALENQUER,GASOLINA ADITIVADA,6.55975,6.5,6.639,4
2021-08-09,PA,ALENQUER,GASOLINA ADITIVADA,6.579666666666667,6.55,6.639,3
2021-08-16,PA,ALENQUER,GASOLINA ADITIVADA,6.58225,6.2,6.769,4
2021-08-23,PA,ALENQUER,GASOLINA ADITIVADA,6.55975,6.2,6.69,4
2021-08-30,PA,ALENQUER,GASOLINA ADITIVADA,6.58225,6.2,6.769,4
2021-09-06,PA,ALENQUER,GASOLINA ADITIVADA,6.597250000000001,6.2,6.799,4
2021-09-13,PA,ALENQUER,GASOLINA ADITIVADA,6.593333333333334,6.39,6.7,3
2021-09-20,PA,ALENQUER,GASOLINA ADITIVADA,6.729666666666667,6.69,6.799,3
2021-09-27,PA,ALENQUER,GASOLINA ADITIVADA,6.64475,6.39,6.799,4
2021-10-04,PA,ALENQUER,GASOLINA ADITIVADA,6.68475,6.49,6.829,4
2021-10-11,PA,ALENQUER,GASOLINA ADITIVADA,6.81725,6.65,6.999,4
2021-10-18,PA,ALENQUER,GASOLINA ADITIVADA,6.803333333333334,6.65,6.92,3
2021-10-25,PA,ALENQUER,GASOLINA ADITIVADA,7.06475,6.95,7.159,4
2021-11-01,PA,ALENQUER,GASOLINA ADITIVADA,7.1496666666666675,7.07,7.299,3
2021-11-08,PA,ALENQUER,GASOLINA ADITIVADA,7.259666666666667,7.23,7.299,3
2021-11-15,PA,ALENQUER,GASOLINA ADITIVADA,7.23475,7.15,7.299,4
2021-11-22,PA,ALENQUER,GASOLINA ADITIVADA,7.263000000000001,7.23,7.299,3
2021-11-29,PA,ALENQUER,GASOLINA ADITIVADA,7.263000000000001,7.23,7.299,3
2021-12-06,PA,ALENQUER,GASOLINA ADITIVADA,7.23475,7.15,7.299,4
2021-12-13,PA,ALENQUER,GASOLINA ADITIVADA,7.23475,7.15,7.299,4
